X,Y,Z,tempo
692580.1377,9272200.858,-1.4,12:30:35
692580.5672,9272203.018,-1.4,12:30:36
692580.9911,9272203.597,-1.4,12:30:37
692580.9924,9272203.966,-1.5,12:30:38
692580.9937,9272204.335,-1.5,12:30:39
692580.9942,9272204.493,-1.5,12:30:40
692580.9942,9272204.493,-1.5,12:30:41
692580.995,9272204.704,-1.5,12:30:42
692580.995,9272204.704,-1.5,12:30:43
692580.5749,9272205.233,-1.5,12:30:44
692580.5762,9272205.602,-1.5,12:30:45
692580.5762,9272205.602,-1.4,12:30:46
692580.5782,9272206.182,-1.4,12:30:47
692580.1576,9272206.553,-1.4,12:30:48
692579.7363,9272206.713,-1.4,12:30:49
692579.3151,9272206.925,-1.4,12:30:50
692577.6288,9272207.3,-1.3,12:30:51
692577.6288,9272207.3,-1.3,12:30:52
692572.9983,9272210.27,-1.5,12:30:53
692571.737,9272211.54,-1.5,12:30:54
692570.8971,9272212.65,-1.7,12:30:55
692570.0572,9272213.76,-1.7,12:30:56
692569.218,9272215.082,-1.8,12:30:57
692568.3799,9272216.72,-1.8,12:30:58
692567.5413,9272218.199,-2,12:30:59
692567.5413,9272218.199,-2,12:31:00
692567.5554,9272222.26,-2.2,12:31:01
692567.9824,9272223.735,-2.2,12:31:02
692567.9876,9272225.211,-2,12:31:03
692568.4146,9272226.687,-2,12:31:04
692568.8417,9272228.162,-2,12:31:05
692569.2687,9272229.637,-1.9,12:31:06
692569.6957,9272231.112,-1.9,12:31:07
692570.1228,9272232.587,-1.9,12:31:08
692570.1228,9272232.587,-1.9,12:31:09
692571.8271,9272237.38,-1.9,12:31:10
692571.8335,9272239.226,-1.9,12:31:11
692572.2618,9272241.07,-1.9,12:31:12
692572.6887,9272242.493,-1.9,12:31:13
692573.5371,9272243.808,-1.9,12:31:14
692574.386,9272245.282,-1.9,12:31:15
692574.8136,9272246.915,-1.9,12:31:16
692574.8136,9272246.915,-1.9,12:31:17
692576.0973,9272252.079,-1.9,12:31:18
692576.5251,9272253.765,-1.9,12:31:19
692576.9534,9272255.609,-1.9,12:31:20
692577.3804,9272257.084,-1.9,12:31:21
692577.808,9272258.718,-1.9,12:31:22
692578.2358,9272260.404,-2,12:31:23
692578.6634,9272262.037,-2,12:31:24
692579.091,9272263.67,-2.1,12:31:25
692579.9471,9272267.201,-2.1,12:31:26
692580.3747,9272268.834,-2.1,12:31:27
692581.2236,9272270.308,-2.1,12:31:28
692581.6519,9272272.152,-2.2,12:31:29
692582.0797,9272273.838,-2.2,12:31:30
692582.5073,9272275.471,-2.2,12:31:31
692583.357,9272277.156,-2.2,12:31:32
692583.784,9272278.631,-2.2,12:31:33
692583.784,9272278.631,-2.2,12:31:34
692585.4888,9272283.582,-2.2,12:31:35
692586.3383,9272285.214,-2.2,12:31:36
692586.7661,9272286.9,-2.2,12:31:37
692587.1937,9272288.534,-2.2,12:31:38
692588.0434,9272290.218,-2.2,12:31:39
692588.4709,9272291.851,-2.3,12:31:40
692588.898,9272293.327,-2.3,12:31:41
692589.325,9272294.802,-2.2,12:31:42
692590.1791,9272297.752,-2.2,12:31:43
692590.1837,9272299.07,-2.2,12:31:44
692590.6106,9272300.493,-2.2,12:31:45
692591.0376,9272301.968,-2.3,12:31:46
692591.4646,9272303.443,-2.3,12:31:47
692591.8911,9272304.76,-2.2,12:31:48
692592.3174,9272306.024,-2.2,12:31:49
692592.7439,9272307.341,-2.1,12:31:50
692592.7439,9272307.341,-2.1,12:31:51
692593.6019,9272311.399,-2.1,12:31:52
692594.0282,9272312.663,-2.1,12:31:53
692594.4552,9272314.138,-2.1,12:31:54
692594.4603,9272315.615,-2.1,12:31:55
692594.8874,9272317.09,-2.1,12:31:56
692595.3144,9272318.565,-2.1,12:31:57
692595.7407,9272319.829,-2.1,12:31:58
692596.1678,9272321.304,-2.1,12:31:59
692597.0206,9272323.885,-2.1,12:32:00
692597.447,9272325.202,-2,12:32:01
692597.8741,9272326.677,-2,12:32:02
692598.3004,9272327.942,-1.9,12:32:03
692598.305,9272329.26,-1.9,12:32:04
692599.1532,9272330.523,-1.9,12:32:05
692599.1591,9272332.21,-1.9,12:32:06
692600.008,9272333.684,-1.9,12:32:07
692600.008,9272333.684,-1.9,12:32:08
692601.2891,9272338.109,-1.9,12:32:09
692601.2941,9272339.533,-1.8,12:32:10
692601.7198,9272340.639,-1.8,12:32:11
692601.7263,9272342.485,-1.7,12:32:12
692601.7321,9272344.172,-1.7,12:32:13
692601.316,9272345.809,-1.7,12:32:14
692600.8999,9272347.498,-1.7,12:32:15
692600.9051,9272348.974,-1.6,12:32:16
692600.9051,9272348.974,-1.6,12:32:17
692600.9192,9272353.035,-1.6,12:32:18
692601.3455,9272354.299,-1.6,12:32:19
692600.9282,9272355.619,-1.4,12:32:20
692600.9334,9272357.096,-1.4,12:32:21
692601.3597,9272358.36,-1.3,12:32:22
692601.3654,9272359.995,-1.3,12:32:23
692601.3713,9272361.682,-1.3,12:32:24
692601.3713,9272361.682,-1.1,12:32:25
692600.1203,9272365.905,-1.1,12:32:26
692600.5468,9272367.222,-1,12:32:27
692600.9725,9272368.328,-1,12:32:28
692600.9777,9272369.805,-0.8,12:32:29
692600.9828,9272371.282,-0.8,12:32:30
692601.4086,9272372.387,-0.7,12:32:31
692601.4137,9272373.864,-0.7,12:32:32
692601.4202,9272375.71,-0.7,12:32:33
692601.4202,9272375.71,-0.7,12:32:34
692601.4336,9272379.56,-0.8,12:32:35
692601.4374,9272380.667,-0.8,12:32:36
692601.8632,9272381.773,-0.8,12:32:37
692602.2882,9272382.668,-0.8,12:32:38
692602.2921,9272383.775,-0.8,12:32:39
692602.7173,9272384.723,-0.8,12:32:40
692602.7204,9272385.62,-0.8,12:32:41
692603.1456,9272386.568,-0.8,12:32:42
692603.5739,9272388.412,-0.8,12:32:43
692603.9989,9272389.307,-0.8,12:32:44
692604.4241,9272390.255,-0.8,12:32:45
692604.4273,9272391.151,-0.8,12:32:46
692604.853,9272392.257,-0.8,12:32:47
692605.2782,9272393.205,-0.7,12:32:48
692605.704,9272394.311,-0.7,12:32:49
692605.7084,9272395.576,-0.8,12:32:50
692605.7084,9272395.576,-0.8,12:32:51
692607.405,9272398.155,-0.8,12:32:52
692608.2519,9272399.048,-0.8,12:32:53
692608.6771,9272399.996,-0.8,12:32:54
692608.6815,9272401.262,-0.9,12:32:55
692609.1072,9272402.368,-0.9,12:32:56
692609.9549,9272403.472,-0.8,12:32:57
692610.3806,9272404.578,-0.8,12:32:58
692610.8064,9272405.684,-1,12:32:59
692611.2373,9272408.267,-1,12:33:00
692611.6638,9272409.584,-1.1,12:33:01
692612.0888,9272410.479,-1.1,12:33:02
692612.9359,9272411.425,-1,12:33:03
692613.3609,9272412.32,-1,12:33:04
692613.7867,9272413.426,-1,12:33:05
692614.2119,9272414.374,-1,12:33:06
692614.6376,9272415.48,-1,12:33:07
692614.6376,9272415.48,-1,12:33:08
692672.5,9272433.314,#VALOR!,12:33:09
692672.5046,9272434.632,-0.7,12:33:10
692672.5109,9272436.425,-0.7,12:33:11
692672.5109,9272436.425,-0.7,12:33:12
692672.089,9272436.427,-0.7,12:33:13
692672.5039,9272434.421,-0.7,12:33:14
692670.815,9272434.058,-0.7,12:33:15
692671.6665,9272436.27,-0.7,12:33:16
692670.8137,9272433.689,-0.7,12:33:17
692672.0776,9272433.157,-0.7,12:33:18
692672.0776,9272433.157,-0.7,12:33:19
692671.6627,9272435.162,-0.7,12:33:20
692669.9733,9272434.641,-0.7,12:33:21
692669.1295,9272434.644,-0.7,12:33:22
692670.397,9272435.167,-0.7,12:33:23
692669.9764,9272435.537,-0.7,12:33:24
692669.9757,9272435.327,-0.7,12:33:25
692606.084,9272382.286,-0.8,12:33:26
692606.0775,9272380.44,-0.8,12:33:27
692606.495,9272379.173,-0.8,12:33:28
692606.0693,9272378.067,-0.8,12:33:29
692606.4867,9272376.8,-0.8,12:33:30
692606.904,9272375.48,-0.8,12:33:31
692606.8983,9272373.845,-0.8,12:33:32
692606.4706,9272372.159,-0.9,12:33:33
692606.0417,9272370.156,-0.9,12:33:34
692606.0417,9272370.156,-0.8,12:33:35
692606.0332,9272367.731,-0.8,12:33:36
692606.4513,9272366.622,-1,12:33:37
692607.2925,9272365.88,-1,12:33:38
692605.9755,9272351.172,-1,12:33:39
692605.9755,9272351.172,-1.5,12:33:40
692605.1227,9272348.59,-1.5,12:33:41
692604.6988,9272348.012,-1.5,12:33:42
692604.6962,9272347.274,-1.5,12:33:43
692604.2699,9272346.009,-1.5,12:33:44
692604.2666,9272345.06,-1.6,12:33:45
692604.2635,9272344.164,-1.6,12:33:46
692604.2597,9272343.056,-1.7,12:33:47
692603.8332,9272341.739,-1.7,12:33:48
692603.8242,9272339.155,-1.7,12:33:49
692603.8216,9272338.417,-1.7,12:33:50
692603.8172,9272337.151,-1.8,12:33:51
692603.3927,9272336.414,-1.8,12:33:52
692602.9703,9272336.258,-1.8,12:33:53
692602.5458,9272335.521,-1.8,12:33:54
692601.7007,9272335.155,-1.9,12:33:55
692601.2742,9272333.838,-1.9,12:33:56
692601.2742,9272333.838,-1.9,12:33:57
692601.2608,9272329.988,-1.9,12:33:58
692600.8356,9272329.04,-1.9,12:33:59
692599.9867,9272327.567,-2,12:34:00
692599.9815,9272326.09,-2,12:34:01
692599.9751,9272324.244,-1.9,12:34:02
692599.972,9272323.348,-1.9,12:34:03
692599.9687,9272322.398,-2,12:34:04
692599.9687,9272322.398,-2,12:34:05
692599.9591,9272319.656,-2.1,12:34:06
692599.9547,9272318.391,-2.1,12:34:07
692599.9514,9272317.441,-2.1,12:34:08
692599.9475,9272316.334,-2.1,12:34:09
692600.3643,9272314.856,-2.1,12:34:10
692600.781,9272313.378,-2.1,12:34:11
692601.2003,9272312.638,-2.1,12:34:12
692600.3534,9272311.744,-2.1,12:34:13
692600.3534,9272311.744,-2.1,12:34:14
692599.92,9272308.424,-2.1,12:34:15
692599.9141,9272306.736,-2.1,12:34:16
692599.4883,9272305.63,-2.3,12:34:17
692599.4832,9272304.153,-2.3,12:34:18
692599.4801,9272303.257,-2.2,12:34:19
692599.4749,9272301.78,-2.2,12:34:20
692599.4677,9272299.724,-2.2,12:34:21
692599.0427,9272298.829,-2.2,12:34:22
692599.0427,9272298.829,-2.3,12:34:23
692598.6054,9272294.4,-2.3,12:34:24
692599.0234,9272293.291,-2.4,12:34:25
692599.4409,9272292.024,-2.4,12:34:26
692599.437,9272290.917,-2.2,12:34:27
692599.8551,9272289.808,-2.2,12:34:28
692599.8505,9272288.489,-2.2,12:34:29
692599.8461,9272287.224,-2.3,12:34:30
692599.8461,9272287.224,-2.3,12:34:31
692599.8338,9272283.69,-2.3,12:34:32
692599.4093,9272282.954,-2.3,12:34:33
692599.4054,9272281.846,-2.4,12:34:34
692599.4023,9272280.95,-2.4,12:34:35
692599.3985,9272279.842,-2.3,12:34:36
692599.394,9272278.577,-2.3,12:34:37
692599.3894,9272277.258,-2.5,12:34:38
692599.3856,9272276.151,-2.5,12:34:39
692599.3856,9272276.151,-2.6,12:34:40
692599.3727,9272272.459,-2.6,12:34:41
692599.3683,9272271.194,-2.5,12:34:42
692599.3624,9272269.506,-2.5,12:34:43
692599.3573,9272268.029,-2.5,12:34:44
692600.1967,9272266.761,-2.5,12:34:45
692600.1933,9272265.812,-2.5,12:34:46
692599.7658,9272264.178,-2.5,12:34:47
692599.7658,9272264.178,-2.5,12:34:48
692600.5954,9272260.115,-2.3,12:34:49
692601.0154,9272259.586,-2.3,12:34:50
692601.0116,9272258.478,-2.4,12:34:51
692600.5851,9272257.161,-2.4,12:34:52
692600.5812,9272256.054,-2.3,12:34:53
692600.9987,9272254.787,-2.3,12:34:54
692600.5704,9272252.943,-2.3,12:34:55
692600.5632,9272250.886,-2.3,12:34:56
692600.5632,9272250.886,-2.3,12:34:57
692603.085,9272248.135,-2.3,12:34:58
692603.5023,9272246.815,-2.3,12:34:59
692603.4992,9272245.918,-2.3,12:35:00
692603.4953,9272244.811,-2.3,12:35:01
692603.9139,9272243.86,-2.3,12:35:02
692603.9108,9272242.964,-2.3,12:35:03
692604.3281,9272241.644,-2.3,12:35:04
692604.3281,9272241.644,-2.3,12:35:05
692604.7386,9272238.373,-2.2,12:35:06
692605.1559,9272237.053,-2.2,12:35:07
692605.1528,9272236.156,-2.2,12:35:08
692605.5713,9272235.206,-2.2,12:35:09
692605.1463,9272234.311,-2.1,12:35:10
692605.5656,9272233.571,-2.1,12:35:11
692605.5631,9272232.833,-2.1,12:35:12
692605.5605,9272232.094,-2.1,12:35:13
692605.5605,9272232.094,-2.1,12:35:14
692605.552,9272229.669,-2.1,12:35:15
692605.5508,9272229.299,-2.1,12:35:16
692605.5502,9272229.141,-2.1,12:35:17
692605.5502,9272229.141,-2.1,12:35:18
692605.5495,9272228.93,-2.1,12:35:19
692605.5502,9272229.141,-2.1,12:35:20
692605.5489,9272228.772,-2,12:35:21
692605.5463,9272228.034,-2,12:35:22
692605.9682,9272228.032,-2.1,12:35:23
692605.9675,9272227.821,-2.1,12:35:24
692605.9682,9272228.032,-2,12:35:25
692606.383,9272225.974,-1.7,12:35:26
692606.383,9272225.974,-1.7,12:35:27
692606.3798,9272225.078,-1.7,12:35:28
692606.3791,9272224.867,-1.6,12:35:29
692605.9559,9272224.499,-1.6,12:35:30
692605.9559,9272224.499,-1.5,12:35:31
692606.376,9272223.97,-1.5,12:35:32
692605.9533,9272223.761,-1.5,12:35:33
692606.3734,9272223.232,-1.5,12:35:34
692606.792,9272222.281,-1.4,12:35:35
692606.792,9272222.281,-1.4,12:35:36
692606.7889,9272221.385,-1.2,12:35:37
692606.7883,9272221.226,-1.2,12:35:38
692606.7876,9272221.015,-1.3,12:35:39
692606.7863,9272220.646,-1.3,12:35:40
692606.3644,9272220.648,-1.2,12:35:41
692606.3638,9272220.49,-1.2,12:35:42
692606.785,9272220.277,-1.2,12:35:43
692606.785,9272220.277,-1.2,12:35:44
692606.785,9272220.277,-1.2,12:35:45
692606.785,9272220.277,-1.2,12:35:46
692606.785,9272220.277,-1.2,12:35:47
692606.785,9272220.277,-1.3,12:35:48
692606.785,9272220.277,-1.3,12:35:49
692606.7824,9272219.539,-1.5,12:35:50
692606.7824,9272219.539,-1.5,12:35:51
692606.7819,9272219.381,-1.6,12:35:52
692604.6974,9272226.56,-1.8,12:35:53
692603.0137,9272227.673,-2.1,12:35:54
692603.4387,9272228.568,-2.1,12:35:55
692602.5867,9272226.198,-2,12:35:56
692603.0065,9272225.617,-2,12:35:57
692602.1635,9272225.831,-2,12:35:58
692602.1615,9272225.251,-2,12:35:59
692602.1609,9272225.092,-2,12:36:00
692602.1615,9272225.251,-2,12:36:01
692602.5841,9272225.46,-2,12:36:02
692603.0052,9272225.248,-2,12:36:03
692602.1648,9272226.2,-2,12:36:04
692602.164,9272225.989,-2.1,12:36:05
692602.164,9272225.989,-2.1,12:36:06
692602.164,9272225.989,-2,12:36:07
692602.164,9272225.989,-2,12:36:08
692602.164,9272225.989,-2.1,12:36:09
692602.164,9272225.989,-2.1,12:36:10
692602.164,9272225.989,-2,12:36:11
692602.164,9272225.989,-2,12:36:12
692605.9559,9272224.499,-2.1,12:36:13
692607.2203,9272224.125,-2.1,12:36:14
692608.4854,9272223.963,-2.1,12:36:15
692610.173,9272223.957,-1.8,12:36:16
692611.4392,9272224.111,-1.8,12:36:17
692612.2838,9272224.319,-1.7,12:36:18
692613.1307,9272225.212,-1.7,12:36:19
692613.9778,9272226.159,-1.7,12:36:20
692613.9778,9272226.159,-1.7,12:36:21
692615.6723,9272228.157,-1.8,12:36:22
692616.5194,9272229.103,-1.8,12:36:23
692616.9439,9272229.84,-1.7,12:36:24
692617.3696,9272230.946,-1.7,12:36:25
692617.3735,9272232.053,-1.7,12:36:26
692617.7985,9272232.948,-1.7,12:36:27
692617.8031,9272234.267,-1.9,12:36:28
692617.8031,9272234.267,-1.9,12:36:29
692617.8152,9272237.747,-1.9,12:36:30
692618.241,9272238.853,-1.9,12:36:31
692617.8224,9272239.804,-1.9,12:36:32
692617.4062,9272241.44,-2,12:36:33
692616.9875,9272242.338,-2,12:36:34
692616.5707,9272243.816,-2.1,12:36:35
692616.574,9272244.765,-2.1,12:36:36
692616.9998,9272245.871,-2.1,12:36:37
692617.0049,9272247.348,-2.1,12:36:38
692617.0075,9272248.086,-2,12:36:39
692616.5887,9272248.984,-2,12:36:40
692616.5939,9272250.461,-2.2,12:36:41
692615.7547,9272251.782,-2.2,12:36:42
692614.9135,9272252.523,-2.1,12:36:43
692614.496,9272253.791,-2.1,12:36:44
692613.6573,9272255.27,-2.1,12:36:45
692613.6573,9272255.27,-2.1,12:36:46
692611.986,9272259.917,-2.1,12:36:47
692611.1466,9272261.185,-2.3,12:36:48
692609.8866,9272262.825,-2.3,12:36:49
692609.4711,9272264.672,-2.4,12:36:50
692609.0544,9272266.15,-2.4,12:36:51
692609.0577,9272267.099,-2.4,12:36:52
692609.0628,9272268.576,-2.4,12:36:53
692609.0628,9272268.576,-2.6,12:36:54
692608.6577,9272273.376,-2.6,12:36:55
692608.6634,9272275.011,-2.6,12:36:56
692608.2479,9272276.858,-2.6,12:36:57
692608.6731,9272277.806,-2.7,12:36:58
692608.2564,9272279.284,-2.7,12:36:59
692608.6827,9272280.548,-2.7,12:37:00
692609.9535,9272282.02,-2.7,12:37:01
692610.3818,9272283.865,-2.8,12:37:02
692611.2333,9272286.077,-2.8,12:37:03
692611.2372,9272287.184,-2.8,12:37:04
692611.6642,9272288.659,-2.6,12:37:05
692612.0918,9272290.293,-2.6,12:37:06
692612.0977,9272291.98,-2.6,12:37:07
692612.524,9272293.244,-2.6,12:37:08
692612.5299,9272294.932,-2.5,12:37:09
692613.3781,9272296.194,-2.5,12:37:10
692613.3781,9272296.194,-2.5,12:37:11
692615.5017,9272300.248,-2.5,12:37:12
692616.3512,9272301.88,-2.4,12:37:13
692617.2009,9272303.564,-2.4,12:37:14
692617.6285,9272305.198,-2.5,12:37:15
692618.9,9272306.881,-2.5,12:37:16
692620.1714,9272308.511,-2.5,12:37:17
692621.0224,9272310.565,-2.5,12:37:18
692621.8744,9272312.935,-2.5,12:37:19
692623.5774,9272317.359,-2.4,12:37:20
692624.4302,9272319.94,-2.4,12:37:21
692624.8591,9272321.943,-2.3,12:37:22
692626.1325,9272324.153,-2.3,12:37:23
692626.9822,9272325.838,-2.3,12:37:24
692628.2523,9272327.099,-2.3,12:37:25
692629.1007,9272328.414,-2.3,12:37:26
692629.9489,9272329.677,-2.3,12:37:27
692629.9489,9272329.677,-2.3,12:37:28
692632.4969,9272334.467,-2.3,12:37:29
692633.3459,9272335.941,-2.3,12:37:30
692634.1955,9272337.625,-2.3,12:37:31
692634.6211,9272338.679,-2.3,12:37:32
692635.4701,9272340.152,-2.3,12:37:33
692636.3184,9272341.468,-2.3,12:37:34
692636.7435,9272342.363,-2.3,12:37:35
692636.7435,9272342.363,-2.3,12:37:36
692638.8658,9272346.047,-2.2,12:37:37
692639.2915,9272347.153,-2.2,12:37:38
692639.7186,9272348.628,-2.3,12:37:39
692640.567,9272349.943,-2.3,12:37:40
692640.5721,9272351.42,-2.2,12:37:41
692641.4198,9272352.525,-2.2,12:37:42
692642.2687,9272353.998,-2.2,12:37:43
692642.6963,9272355.632,-2.2,12:37:44
692645.2385,9272358.734,-2.2,12:37:45
692646.5106,9272360.575,-2.2,12:37:46
692647.3595,9272362.049,-2.2,12:37:47
692649.0504,9272362.993,-2.2,12:37:48
692650.3213,9272364.465,-2.3,12:37:49
692651.5939,9272366.464,-2.3,12:37:50
692652.4449,9272368.518,-2.4,12:37:51
692654.5608,9272370.356,-2.4,12:37:52
692654.5608,9272370.356,-2.4,12:37:53
692658.3764,9272375.669,-2.5,12:37:54
692659.6485,9272377.511,-2.5,12:37:55
692661.3418,9272379.14,-2.5,12:37:56
692662.6126,9272380.612,-2.5,12:37:57
692663.4623,9272382.296,-2.6,12:37:58
692664.3112,9272383.77,-2.6,12:37:59
692665.5813,9272385.031,-2.6,12:38:00
692665.5813,9272385.031,-2.6,12:38:01
692667.2825,9272388.928,-2.5,12:38:02
692667.7083,9272390.034,-2.5,12:38:03
692668.1346,9272391.298,-2.3,12:38:04
692668.1392,9272392.617,-2.3,12:38:05
692668.5662,9272394.092,-2.2,12:38:06
692668.9925,9272395.356,-2.2,12:38:07
692669.4188,9272396.62,-2.1,12:38:08
692669.8459,9272398.095,-2.1,12:38:09
692669.8459,9272398.095,-2.1,12:38:10
692671.5476,9272402.15,-2,12:38:11
692672.8159,9272402.884,-2,12:38:12
692672.8205,9272404.202,-1.9,12:38:13
692673.6674,9272405.096,-1.9,12:38:14
692674.515,9272406.2,-1.7,12:38:15
692674.9395,9272406.937,-1.7,12:38:16
692675.3634,9272407.516,-1.5,12:38:17
692675.3634,9272407.516,-1.5,12:38:18
692678.7476,9272410.088,-1.5,12:38:19
692679.172,9272410.825,-1.5,12:38:20
692680.4396,9272411.348,-1.5,12:38:21
692680.8653,9272412.454,-1.5,12:38:22
692681.713,9272413.558,-1.4,12:38:23
692682.5593,9272414.294,-1.4,12:38:24
692682.5632,9272415.401,-1.4,12:38:25
692682.9876,9272416.138,-1.4,12:38:26
692682.9876,9272416.138,-1.4,12:38:27
692684.6771,9272416.659,-1.2,12:38:28
692685.9448,9272417.235,-1.2,12:38:29
692686.7904,9272417.759,-1.2,12:38:30
692688.4761,9272417.226,-1.2,12:38:31
692689.7411,9272417.011,-1.3,12:38:32
692690.5856,9272417.219,-1.3,12:38:33
692691.4255,9272416.108,-1.4,12:38:34
692691.4255,9272416.108,-1.4,12:38:35
692694.3744,9272414.832,-1.5,12:38:36
692695.2182,9272414.83,-1.5,12:38:37
692696.062,9272414.827,-1.6,12:38:38
692696.9045,9272414.455,-1.6,12:38:39
692698.1681,9272413.87,-1.6,12:38:40
692699.4312,9272413.127,-1.6,12:38:41
692700.2737,9272412.755,-1.6,12:38:42
692700.2737,9272412.755,-1.7,12:38:43
692700.2737,9272412.755,-1.7,12:38:44
692703.2206,9272410.899,-1.8,12:38:45
692704.0651,9272411.107,-1.8,12:38:46
692705.33,9272410.892,-1.9,12:38:47
692706.1738,9272410.889,-1.9,12:38:48
692706.5965,9272411.098,-1.6,12:38:49
692708.284,9272411.092,-1.6,12:38:50
692709.1291,9272411.459,-1.7,12:38:51
692709.9742,9272411.825,-1.7,12:38:52
692711.6656,9272412.926,-1.5,12:38:53
692712.9339,9272413.66,-1.5,12:38:54
692713.7795,9272414.185,-1.4,12:38:55
692715.0478,9272414.919,-1.4,12:38:56
692715.4722,9272415.655,-1.4,12:38:57
692716.3186,9272416.391,-1.2,12:38:58
692716.7444,9272417.497,-1.2,12:38:59
692716.7462,9272418.024,-1.1,12:39:00
692716.7462,9272418.024,-1.1,12:39:01
692717.6029,9272421.713,-0.9,12:39:02
692718.0273,9272422.449,-0.9,12:39:03
692718.0306,9272423.399,-0.8,12:39:04
692718.4569,9272424.663,-0.8,12:39:05
692718.4608,9272425.77,-0.7,12:39:06
692718.8853,9272426.507,-0.7,12:39:07
692718.4672,9272427.616,-0.6,12:39:08
692718.4711,9272428.724,-0.6,12:39:09
692719.3188,9272429.828,-0.6,12:39:10
692718.4763,9272430.2,-0.6,12:39:11
692719.32,9272430.197,-0.6,12:39:12
692719.7406,9272429.827,-0.6,12:39:13
692719.3182,9272429.67,-0.6,12:39:14
692719.3175,9272429.459,-0.6,12:39:15
692719.7394,9272429.457,-0.6,12:39:16
692719.7394,9272429.457,-0.6,12:39:17
692719.7394,9272429.457,-0.6,12:39:18
692719.7388,9272429.299,-0.6,12:39:19
692719.7388,9272429.299,-0.6,12:39:20
692719.7388,9272429.299,-0.6,12:39:21
692719.7388,9272429.299,-0.6,12:39:22
692719.7388,9272429.299,-0.6,12:39:23
692719.7388,9272429.299,-0.6,12:39:24
692719.7388,9272429.299,-0.6,12:39:25
692719.7388,9272429.299,-0.6,12:39:26
692719.7388,9272429.299,-0.6,12:39:27
692719.7388,9272429.299,-0.6,12:39:28
692719.7388,9272429.299,-0.6,12:39:29
692719.7388,9272429.299,-0.6,12:39:30
692719.7388,9272429.299,-0.6,12:39:31
692719.7388,9272429.299,-0.6,12:39:32
692719.7388,9272429.299,-0.6,12:39:33
692719.7388,9272429.299,-0.6,12:39:34
692717.6242,9272427.83,-0.6,12:39:35
692717.6242,9272427.83,-0.6,12:39:36
692717.2016,9272427.621,-0.6,12:39:37
692717.2016,9272427.621,-0.6,12:39:38
692717.2016,9272427.621,-0.6,12:39:39
692717.2016,9272427.621,-0.6,12:39:40
692717.2016,9272427.621,-0.6,12:39:41
692717.2016,9272427.621,-0.6,12:39:42
692717.2016,9272427.621,-0.6,12:39:43
692717.199,9272426.882,-0.6,12:39:44
692717.1977,9272426.513,-0.6,12:39:45
692717.1971,9272426.355,-0.6,12:39:46
692717.1971,9272426.355,-0.6,12:39:47
692717.1971,9272426.355,-0.6,12:39:48
692717.1971,9272426.355,-0.6,12:39:49
692717.1971,9272426.355,-0.6,12:39:50
692717.1971,9272426.355,-0.6,12:39:51
692717.1971,9272426.355,-0.6,12:39:52
692717.1971,9272426.355,-0.6,12:39:53
692717.1971,9272426.355,-0.6,12:39:54
692717.1971,9272426.355,-0.6,12:39:55
692717.1971,9272426.355,-0.6,12:39:56
692717.1971,9272426.355,-0.6,12:39:57
692717.1971,9272426.355,-0.6,12:39:58
692717.1971,9272426.355,-0.6,12:39:59
692717.1971,9272426.355,-0.6,12:40:00
692717.1971,9272426.355,-0.6,12:40:01
692717.1971,9272426.355,-0.6,12:40:02
692665.4407,9272344.689,-2.7,12:40:03
692663.3274,9272343.588,-2.7,12:40:04
692662.0552,9272341.747,-2.7,12:40:05
692662.0552,9272341.747,-2.7,12:40:06
692653.0881,9272310.98,-3.1,12:40:07
692652.2386,9272309.349,-3.1,12:40:08
692652.2386,9272309.349,-3.1,12:40:09
692652.225,9272305.446,-3.1,12:40:10
692652.2206,9272304.18,-3,12:40:11
692651.7941,9272302.864,-3,12:40:12
692651.3684,9272301.758,-3,12:40:13
692645.3424,9272267.5,-1.4,12:40:14
692645.3424,9272267.5,-1.4,12:40:15
692646.9992,9272258.687,-1.3,12:40:16
692646.5714,9272257.001,-1.3,12:40:17
692647.407,9272254.625,-1.3,12:40:18
692647.8243,9272253.305,-1.2,12:40:19
692647.8186,9272251.67,-1.2,12:40:20
692649.0817,9272250.928,-1.1,12:40:21
692648.6636,9272252.037,-1.1,12:40:22
692649.5036,9272250.926,-1.1,12:40:23
692649.919,9272249.079,-1.1,12:40:24
692649.917,9272248.499,-1,12:40:25
692649.4945,9272248.342,-1,12:40:26
692649.0719,9272248.133,-0.9,12:40:27
692648.65,9272248.134,-0.9,12:40:28
692648.6487,9272247.765,-0.9,12:40:29
692648.6487,9272247.765,-0.9,12:40:30
692648.6487,9272247.765,-0.8,12:40:31
692648.6487,9272247.765,-0.8,12:40:32
692648.6487,9272247.765,-0.8,12:40:33
692648.2268,9272247.766,-0.8,12:40:34
692648.6482,9272247.607,-0.8,12:40:35
692648.6482,9272247.607,-0.8,12:40:36
692648.6482,9272247.607,-0.8,12:40:37
692648.6482,9272247.607,-0.7,12:40:38
692648.6482,9272247.607,-0.7,12:40:39
692648.6482,9272247.607,-0.8,12:40:40
692648.6482,9272247.607,-0.8,12:40:41
692648.6482,9272247.607,-0.8,12:40:42
692648.6482,9272247.607,-0.8,12:40:43
692648.6482,9272247.607,-0.9,12:40:44
692648.6482,9272247.607,-0.9,12:40:45
692648.6482,9272247.607,-0.9,12:40:46
692648.6482,9272247.607,-0.9,12:40:47
692648.6482,9272247.607,-0.9,12:40:48
692648.6482,9272247.607,-1,12:40:49
692648.6482,9272247.607,-1,12:40:50
